MIB_STEPS_V1
step	action	choose_rng	turn	floor	rng	map	player	inventory	mobs	items
24	command:h:seek stairs	1955129417	25	1	1955129417	26eaf77c387ea2eb	27;23;20;20;12;12;12;12;12;12;1;0;20;0;;36;2388;unencumbered;-;0;0;1;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;10;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12	juvenile worm guy;19;12;4;4;0.7104999999999999;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;37;8;6;6;1.015;3;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile refugee grub;14;9;4;4;0.7104999999999999;3;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile worm guy;29;10;4;4;0.7104999999999999;4;0;1;0;0;0;0;0;-1;-1;0;0;	bone spur;24;25;0;0;0;0;-;0;2|bone spur;26;32;0;1;0;0;-;0;2|bullet clip;17;32;12;0;0;1;-;0;1|ration;18;13;0;0;0;1;-;0;2
25	command:h:seek stairs	140171570	26	1	140171570	26eaf77c387ea2eb	26;23;20;20;12;12;12;12;12;12;1;0;20;0;;36;2387;unencumbered;-;0;0;1;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;10;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12	juvenile worm guy;19;12;4;4;0.7104999999999999;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;37;8;6;6;1.015;3;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile refugee grub;14;9;4;4;0.7104999999999999;3;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile worm guy;29;10;4;4;0.7104999999999999;4;0;1;0;0;0;0;0;-1;-1;0;0;	bone spur;24;25;0;0;0;0;-;0;2|bone spur;26;32;0;1;0;0;-;0;2|bullet clip;17;32;12;0;0;1;-;0;1|ration;18;13;0;0;0;1;-;0;2
26	command:h:seek stairs	670946162	27	1	670946162	26eaf77c387ea2eb	25;23;20;20;12;12;12;12;12;12;1;0;20;0;;36;2387;unencumbered;-;0;0;1;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;10;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12	juvenile worm guy;19;12;4;4;0.7104999999999999;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;37;8;6;6;1.015;3;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile refugee grub;14;9;4;4;0.7104999999999999;3;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile worm guy;29;10;4;4;0.7104999999999999;4;0;1;0;0;0;0;0;-1;-1;0;0;	bone spur;24;25;0;0;0;0;-;0;2|bone spur;26;32;0;1;0;0;-;0;2|bullet clip;17;32;12;0;0;1;-;0;1|ration;18;13;0;0;0;1;-;0;2
27	command:h:seek stairs	1961792796	28	1	1961792796	26eaf77c387ea2eb	24;23;20;20;12;12;12;12;12;12;1;0;20;0;;36;2386;unencumbered;-;0;0;1;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;10;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12	juvenile worm guy;19;12;4;4;0.7104999999999999;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;37;8;6;6;1.015;3;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile refugee grub;14;9;4;4;0.7104999999999999;3;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile worm guy;29;10;4;4;0.7104999999999999;4;0;1;0;0;0;0;0;-1;-1;0;0;	bone spur;24;25;0;0;0;0;-;0;2|bone spur;26;32;0;1;0;0;-;0;2|bullet clip;17;32;12;0;0;1;-;0;1|ration;18;13;0;0;0;1;-;0;2
28	command:h:seek stairs	1506406289	29	1	1506406289	26eaf77c387ea2eb	23;23;20;20;12;12;12;12;12;12;1;0;20;0;;36;2386;unencumbered;-;0;0;1;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;10;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12	juvenile worm guy;19;12;4;4;0.7104999999999999;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;37;8;6;6;1.015;3;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile refugee grub;14;9;4;4;0.7104999999999999;3;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile worm guy;29;10;4;4;0.7104999999999999;4;0;1;0;0;0;0;0;-1;-1;0;0;	bone spur;24;25;0;0;0;0;-;0;2|bone spur;26;32;0;1;0;0;-;0;2|bullet clip;17;32;12;0;0;1;-;0;1|ration;18;13;0;0;0;1;-;0;2
29	command:h:seek stairs	765512074	30	1	765512074	26eaf77c387ea2eb	22;23;20;20;12;12;12;12;12;12;1;0;20;0;;36;2385;unencumbered;-;0;0;1;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;10;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12	juvenile worm guy;19;12;4;4;0.7104999999999999;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;37;8;6;6;1.015;3;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile refugee grub;14;9;4;4;0.7104999999999999;3;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile worm guy;29;10;4;4;0.7104999999999999;4;0;1;0;0;0;0;0;-1;-1;0;0;	bone spur;24;25;0;0;0;0;-;0;2|bone spur;26;32;0;1;0;0;-;0;2|bullet clip;17;32;12;0;0;1;-;0;1|ration;18;13;0;0;0;1;-;0;2
30	command:h:seek stairs	684957343	31	1	684957343	26eaf77c387ea2eb	21;23;20;20;12;12;12;12;12;12;1;0;20;0;;36;2385;unencumbered;-;0;0;1;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;10;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12	juvenile worm guy;19;12;4;4;0.7104999999999999;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;37;8;6;6;1.015;3;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile refugee grub;14;9;4;4;0.7104999999999999;3;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile worm guy;29;10;4;4;0.7104999999999999;4;0;1;0;0;0;0;0;-1;-1;0;0;	bone spur;24;25;0;0;0;0;-;0;2|bone spur;26;32;0;1;0;0;-;0;2|bullet clip;17;32;12;0;0;1;-;0;1|ration;18;13;0;0;0;1;-;0;2
31	command:h:seek stairs	1819710828	32	1	1819710828	26eaf77c387ea2eb	20;23;20;20;12;12;12;12;12;12;1;0;20;0;;36;2384;unencumbered;-;0;0;1;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;10;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12	juvenile worm guy;19;12;4;4;0.7104999999999999;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;37;8;6;6;1.015;3;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile refugee grub;14;9;4;4;0.7104999999999999;3;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile worm guy;29;10;4;4;0.7104999999999999;4;0;1;0;0;0;0;0;-1;-1;0;0;	bone spur;24;25;0;0;0;0;-;0;2|bone spur;26;32;0;1;0;0;-;0;2|bullet clip;17;32;12;0;0;1;-;0;1|ration;18;13;0;0;0;1;-;0;2
32	command:h:seek stairs	1058131102	33	1	1058131102	26eaf77c387ea2eb	19;23;20;20;12;12;12;12;12;12;1;0;20;0;;36;2384;unencumbered;-;0;0;1;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;10;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12	juvenile worm guy;19;12;4;4;0.7104999999999999;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;37;8;6;6;1.015;3;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile refugee grub;14;9;4;4;0.7104999999999999;3;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile worm guy;29;10;4;4;0.7104999999999999;4;0;1;0;0;0;0;0;-1;-1;0;0;	bone spur;24;25;0;0;0;0;-;0;2|bone spur;26;32;0;1;0;0;-;0;2|bullet clip;17;32;12;0;0;1;-;0;1|ration;18;13;0;0;0;1;-;0;2
33	command:h:seek stairs	539653122	34	1	539653122	26eaf77c387ea2eb	18;23;20;20;12;12;12;12;12;12;1;0;20;0;;36;2383;unencumbered;-;0;0;1;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;10;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12	juvenile worm guy;19;12;4;4;0.7104999999999999;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;37;8;6;6;1.015;3;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile refugee grub;14;9;4;4;0.7104999999999999;3;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile worm guy;29;10;4;4;0.7104999999999999;4;0;1;0;0;0;0;0;-1;-1;0;0;	bone spur;24;25;0;0;0;0;-;0;2|bone spur;26;32;0;1;0;0;-;0;2|bullet clip;17;32;12;0;0;1;-;0;1|ration;18;13;0;0;0;1;-;0;2
34	command:h:seek stairs	262778069	35	1	262778069	26eaf77c387ea2eb	17;23;20;20;12;12;12;12;12;12;1;0;20;0;;36;2383;unencumbered;-;0;0;1;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;10;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12	juvenile worm guy;19;12;4;4;0.7104999999999999;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;37;8;6;6;1.015;3;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile refugee grub;14;9;4;4;0.7104999999999999;3;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile worm guy;29;10;4;4;0.7104999999999999;4;0;1;0;0;0;0;0;-1;-1;0;0;	bone spur;24;25;0;0;0;0;-;0;2|bone spur;26;32;0;1;0;0;-;0;2|bullet clip;17;32;12;0;0;1;-;0;1|ration;18;13;0;0;0;1;-;0;2
35	command:h:seek shop	1057708008	36	1	1057708008	26eaf77c387ea2eb	16;23;20;20;12;12;12;12;12;12;1;0;20;0;;36;2382;unencumbered;-;0;0;1;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;10;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12	juvenile worm guy;19;12;4;4;0.7104999999999999;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;37;8;6;6;1.015;3;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile refugee grub;14;9;4;4;0.7104999999999999;3;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile worm guy;29;10;4;4;0.7104999999999999;4;0;1;0;0;0;0;0;-1;-1;0;0;	bone spur;24;25;0;0;0;0;-;0;2|bone spur;26;32;0;1;0;0;-;0;2|bullet clip;17;32;12;0;0;1;-;0;1|ration;18;13;0;0;0;1;-;0;2
36	command:h:seek shop	371743984	37	1	371743984	26eaf77c387ea2eb	15;23;20;20;12;12;12;12;12;12;1;0;20;0;;36;2382;unencumbered;-;0;0;1;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;10;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12	juvenile worm guy;19;12;4;4;0.7104999999999999;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;37;8;6;6;1.015;3;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile refugee grub;14;9;4;4;0.7104999999999999;3;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile worm guy;29;10;4;4;0.7104999999999999;4;0;1;0;0;0;0;0;-1;-1;0;0;	bone spur;24;25;0;0;0;0;-;0;2|bone spur;26;32;0;1;0;0;-;0;2|bullet clip;17;32;12;0;0;1;-;0;1|ration;18;13;0;0;0;1;-;0;2
37	command:h:seek shop	1727404228	38	1	1727404228	26eaf77c387ea2eb	14;23;20;20;12;12;12;12;12;12;1;0;20;0;;36;2381;unencumbered;-;0;0;1;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;10;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12	juvenile worm guy;19;12;4;4;0.7104999999999999;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;37;8;6;6;1.015;3;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile refugee grub;14;9;4;4;0.7104999999999999;3;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile worm guy;29;10;4;4;0.7104999999999999;4;0;1;0;0;0;0;0;-1;-1;0;0;	bone spur;24;25;0;0;0;0;-;0;2|bone spur;26;32;0;1;0;0;-;0;2|bullet clip;17;32;12;0;0;1;-;0;1|ration;18;13;0;0;0;1;-;0;2
38	command:h:seek shop	556203928	39	1	556203928	26eaf77c387ea2eb	13;23;20;20;12;12;12;12;12;12;1;0;20;0;;36;2381;unencumbered;-;0;0;1;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;10;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12	juvenile worm guy;19;12;4;4;0.7104999999999999;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;37;8;6;6;1.015;3;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile refugee grub;14;9;4;4;0.7104999999999999;3;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile worm guy;29;10;4;4;0.7104999999999999;4;0;1;0;0;0;0;0;-1;-1;0;0;	bone spur;24;25;0;0;0;0;-;0;2|bone spur;26;32;0;1;0;0;-;0;2|bullet clip;17;32;12;0;0;1;-;0;1|ration;18;13;0;0;0;1;-;0;2
39	command:h:seek shop	477993488	40	1	477993488	26eaf77c387ea2eb	12;23;20;20;12;12;12;12;12;12;1;0;20;0;;36;2380;unencumbered;-;0;0;1;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;10;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12	juvenile worm guy;19;12;4;4;0.7104999999999999;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;37;8;6;6;1.015;3;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile refugee grub;14;9;4;4;0.7104999999999999;3;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile worm guy;29;10;4;4;0.7104999999999999;4;0;1;0;0;0;0;0;-1;-1;0;0;	bone spur;24;25;0;0;0;0;-;0;2|bone spur;26;32;0;1;0;0;-;0;2|bullet clip;17;32;12;0;0;1;-;0;1|ration;18;13;0;0;0;1;-;0;2
40	command:h:seek shop	1089563943	41	1	1089563943	26eaf77c387ea2eb	11;23;20;20;12;12;12;12;12;12;1;0;20;0;;36;2380;unencumbered;-;0;0;1;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;10;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12	juvenile worm guy;19;12;4;4;0.7104999999999999;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;37;8;6;6;1.015;3;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile refugee grub;14;9;4;4;0.7104999999999999;3;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile worm guy;29;10;4;4;0.7104999999999999;4;0;1;0;0;0;0;0;-1;-1;0;0;	bone spur;24;25;0;0;0;0;-;0;2|bone spur;26;32;0;1;0;0;-;0;2|bullet clip;17;32;12;0;0;1;-;0;1|ration;18;13;0;0;0;1;-;0;2
41	command:h:seek shop	435092681	42	1	435092681	26eaf77c387ea2eb	10;23;20;20;12;12;12;12;12;12;1;0;20;0;;36;2379;unencumbered;-;0;0;1;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;10;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12	juvenile worm guy;19;12;4;4;0.7104999999999999;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;37;8;6;6;1.015;3;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile refugee grub;14;9;4;4;0.7104999999999999;3;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile worm guy;29;10;4;4;0.7104999999999999;4;0;1;0;0;0;0;0;-1;-1;0;0;	bone spur;24;25;0;0;0;0;-;0;2|bone spur;26;32;0;1;0;0;-;0;2|bullet clip;17;32;12;0;0;1;-;0;1|ration;18;13;0;0;0;1;-;0;2
42	command:h:seek shop	884131498	43	1	884131498	26eaf77c387ea2eb	9;23;20;20;12;12;12;12;12;12;1;0;20;0;;36;2379;unencumbered;-;0;0;1;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;10;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12	juvenile worm guy;19;12;4;4;0.7104999999999999;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;37;8;6;6;1.015;3;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile refugee grub;14;9;4;4;0.7104999999999999;3;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile worm guy;29;10;4;4;0.7104999999999999;4;0;1;0;0;0;0;0;-1;-1;0;0;	bone spur;24;25;0;0;0;0;-;0;2|bone spur;26;32;0;1;0;0;-;0;2|bullet clip;17;32;12;0;0;1;-;0;1|ration;18;13;0;0;0;1;-;0;2
43	command:h:seek shop	878465499	44	1	878465499	26eaf77c387ea2eb	8;23;20;20;12;12;12;12;12;12;1;0;20;0;;36;2378;unencumbered;-;0;0;1;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;10;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12	juvenile worm guy;19;12;4;4;0.7104999999999999;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;37;8;6;6;1.015;3;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile refugee grub;14;9;4;4;0.7104999999999999;3;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile worm guy;29;10;4;4;0.7104999999999999;4;0;1;0;0;0;0;0;-1;-1;0;0;	bone spur;24;25;0;0;0;0;-;0;2|bone spur;26;32;0;1;0;0;-;0;2|bullet clip;17;32;12;0;0;1;-;0;1|ration;18;13;0;0;0;1;-;0;2
44	buy:containment foam grenade:buy containment foam grenade	878569145	44	1	878569145	26eaf77c387ea2eb	8;23;20;20;12;12;12;12;12;12;1;0;20;0;;14;2378;unencumbered;-;0;0;1;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;10;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;0;0;0;1;-;0;1	juvenile worm guy;19;12;4;4;0.7104999999999999;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;37;8;6;6;1.015;3;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile refugee grub;14;9;4;4;0.7104999999999999;3;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile worm guy;29;10;4;4;0.7104999999999999;4;0;1;0;0;0;0;0;-1;-1;0;0;	bone spur;24;25;0;0;0;0;-;0;2|bone spur;26;32;0;1;0;0;-;0;2|bullet clip;17;32;12;0;0;1;-;0;1|ration;18;13;0;0;0;1;-;0;2
45	command:n:seek stairs	137723931	45	1	137723931	26eaf77c387ea2eb	9;24;20;20;12;12;12;12;12;12;1;0;20;0;;14;2378;unencumbered;-;0;0;1;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;10;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;0;0;0;1;-;0;1	juvenile worm guy;19;12;4;4;0.7104999999999999;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;37;8;6;6;1.015;3;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile refugee grub;14;9;4;4;0.7104999999999999;3;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile worm guy;29;10;4;4;0.7104999999999999;4;0;1;0;0;0;0;0;-1;-1;0;0;	bone spur;24;25;0;0;0;0;-;0;2|bone spur;26;32;0;1;0;0;-;0;2|bullet clip;17;32;12;0;0;1;-;0;1|ration;18;13;0;0;0;1;-;0;2
46	command:b:collect ammo	554312872	46	1	554312872	26eaf77c387ea2eb	8;25;20;20;12;12;12;12;12;12;1;0;20;0;;14;2377;unencumbered;-;0;0;1;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;10;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;0;0;0;1;-;0;1	juvenile worm guy;19;12;4;4;0.7104999999999999;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;37;8;6;6;1.015;3;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile refugee grub;14;9;4;4;0.7104999999999999;3;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile worm guy;29;10;4;4;0.7104999999999999;4;0;1;0;0;0;0;0;-1;-1;0;0;	bone spur;24;25;0;0;0;0;-;0;2|bone spur;26;32;0;1;0;0;-;0;2|bullet clip;17;32;12;0;0;1;-;0;1|ration;18;13;0;0;0;1;-;0;2
47	command:b:collect ammo	262349545	47	1	262349545	26eaf77c387ea2eb	7;26;20;20;12;12;12;12;12;12;1;0;20;0;;14;2377;unencumbered;-;0;0;1;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;10;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;0;0;0;1;-;0;1	juvenile worm guy;19;12;4;4;0.7104999999999999;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;37;8;6;6;1.015;3;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile refugee grub;14;9;4;4;0.7104999999999999;3;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile worm guy;29;10;4;4;0.7104999999999999;4;0;1;0;0;0;0;0;-1;-1;0;0;	bone spur;24;25;0;0;0;0;-;0;2|bone spur;26;32;0;1;0;0;-;0;2|bullet clip;17;32;12;0;0;1;-;0;1|ration;18;13;0;0;0;1;-;0;2
48	command:j:collect ammo	1867593639	48	1	1867593639	26eaf77c387ea2eb	7;27;20;20;12;12;12;12;12;12;1;0;20;0;;14;2376;unencumbered;-;0;0;1;0;0;0;5;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|black suit;0;0;0;0;0;1;-;0;4|ration;0;0;2;0;0;1;-;0;4|battery;0;0;10;0;0;1;-;0;1|neuralyzer charge;0;0;0;0;0;1;-;0;1|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;0;0;0;1;-;0;1	juvenile worm guy;19;12;4;4;0.7104999999999999;4;0;0;0;0;0;0;0;-1;-1;0;0;|refugee grub;37;8;6;6;1.015;3;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile refugee grub;14;9;4;4;0.7104999999999999;3;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile worm guy;29;10;4;4;0.7104999999999999;4;0;1;0;0;0;0;0;-1;-1;0;0;	bone spur;24;25;0;0;0;0;-;0;2|bone spur;26;32;0;1;0;0;-;0;2|bullet clip;17;32;12;0;0;1;-;0;1|ration;18;13;0;0;0;1;-;0;2
