MIB_STEPS_V1
step	action	choose_rng	turn	floor	rng	map	player	inventory	mobs	items
488	fire:41,19:finish threat	366856328	488	12	513401385	19681bdabf0ddc77	40;19;35;35;12;13;12;13;12;12;6;100;216;3;commands,bargaining,quickdraw,acrobatics,bullettime;404;2176;burdened;-;0;11;12;0;0;7;3;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|ration;0;0;4;0;0;1;-;0;8|battery;0;0;139;0;0;1;-;0;19|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;8;0;0;1;-;0;8|bullet clip;17;32;48;0;0;1;-;0;5|royal jelly;6;18;12;0;0;1;-;0;12|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|pocket universe marble;30;16;3;0;0;1;-;0;0.3	unlicensed plasma wraith;49;3;34;34;1.2272;30;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile orion's cat (feral);46;3;10;10;0.826;13;0;1;0;0;0;0;0;-1;-1;0;0;|hardened orion's cat (feral);23;17;19;19;1.2036;13;0;0;0;0;0;0;0;-1;-1;0;0;|shrieking unlicensed rogue agent (rogue);61;28;45;45;1.2272;35;0;0;0;0;0;0;0;-1;-1;0;0;shrieking|royal bug drone;52;23;33;33;1.2744;24;0;0;0;0;0;0;0;-1;-1;0;0;|royal rogue agent (rogue);47;7;56;56;1.2744;50;0;0;0;0;0;0;0;-1;-1;0;0;|sentinel fragment;41;19;6;6;1.18;7;0;0;0;0;0;0;1;40;19;0;0;	stun baton;35;19;0;0;0;0;-;0;3|ration;36;6;0;0;0;1;-;0;2|cheap suit;5;21;0;0;0;1;-;0;4|royal jelly;52;27;0;0;0;1;-;0;1|bullet clip;52;9;7;0;0;1;-;0;1|battery;5;19;10;0;0;1;-;0;1|ration;45;8;0;0;0;1;-;0;2|black suit;27;27;0;0;0;1;-;0;4|bone spur;27;27;0;1;0;0;-;0;2|pill;43;19;0;0;0;0;blind;0;0.1|deneuralyzer slip;40;18;0;0;0;1;-;0;0.1
489	fire:41,19:finish threat	1115219717	489	12	1247887347	19681bdabf0ddc77	40;19;35;35;12;13;12;13;12;12;6;100;216;3;commands,bargaining,quickdraw,acrobatics,bullettime;404;2176;burdened;-;0;11;12;0;0;7;3;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|ration;0;0;4;0;0;1;-;0;8|battery;0;0;138;0;0;1;-;0;19|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;8;0;0;1;-;0;8|bullet clip;17;32;48;0;0;1;-;0;5|royal jelly;6;18;12;0;0;1;-;0;12|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|pocket universe marble;30;16;3;0;0;1;-;0;0.3	unlicensed plasma wraith;49;3;34;34;1.2272;30;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile orion's cat (feral);46;3;10;10;0.826;13;0;1;0;0;0;0;0;-1;-1;0;0;|hardened orion's cat (feral);23;17;19;19;1.2036;13;0;0;0;0;0;0;0;-1;-1;0;0;|shrieking unlicensed rogue agent (rogue);61;28;45;45;1.2272;35;0;0;0;0;0;0;0;-1;-1;0;0;shrieking|royal bug drone;52;23;33;33;1.2744;24;0;0;0;0;0;0;0;-1;-1;0;0;|royal rogue agent (rogue);47;7;56;56;1.2744;50;0;0;0;0;0;0;0;-1;-1;0;0;|sentinel fragment;41;19;6;6;1.18;7;0;0;0;0;0;0;1;40;19;0;0;	stun baton;35;19;0;0;0;0;-;0;3|ration;36;6;0;0;0;1;-;0;2|cheap suit;5;21;0;0;0;1;-;0;4|royal jelly;52;27;0;0;0;1;-;0;1|bullet clip;52;9;7;0;0;1;-;0;1|battery;5;19;10;0;0;1;-;0;1|ration;45;8;0;0;0;1;-;0;2|black suit;27;27;0;0;0;1;-;0;4|bone spur;27;27;0;1;0;0;-;0;2|pill;43;19;0;0;0;0;blind;0;0.1|deneuralyzer slip;40;18;0;0;0;1;-;0;0.1
490	fire:41,19:finish threat	275391878	490	12	449031497	19681bdabf0ddc77	40;19;35;35;12;13;12;13;12;12;6;100;216;3;commands,bargaining,quickdraw,acrobatics,bullettime;404;2175;burdened;-;0;11;12;0;0;7;3;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|ration;0;0;4;0;0;1;-;0;8|battery;0;0;137;0;0;1;-;0;19|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;8;0;0;1;-;0;8|bullet clip;17;32;48;0;0;1;-;0;5|royal jelly;6;18;12;0;0;1;-;0;12|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|pocket universe marble;30;16;3;0;0;1;-;0;0.3	unlicensed plasma wraith;49;3;34;34;1.2272;30;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile orion's cat (feral);46;3;10;10;0.826;13;0;1;0;0;0;0;0;-1;-1;0;0;|hardened orion's cat (feral);23;17;19;19;1.2036;13;0;0;0;0;0;0;0;-1;-1;0;0;|shrieking unlicensed rogue agent (rogue);61;28;45;45;1.2272;35;0;0;0;0;0;0;0;-1;-1;0;0;shrieking|royal bug drone;52;23;33;33;1.2744;24;0;0;0;0;0;0;0;-1;-1;0;0;|royal rogue agent (rogue);47;7;56;56;1.2744;50;0;0;0;0;0;0;0;-1;-1;0;0;|sentinel fragment;41;19;6;6;1.18;7;0;0;0;0;0;0;1;40;19;0;0;	stun baton;35;19;0;0;0;0;-;0;3|ration;36;6;0;0;0;1;-;0;2|cheap suit;5;21;0;0;0;1;-;0;4|royal jelly;52;27;0;0;0;1;-;0;1|bullet clip;52;9;7;0;0;1;-;0;1|battery;5;19;10;0;0;1;-;0;1|ration;45;8;0;0;0;1;-;0;2|black suit;27;27;0;0;0;1;-;0;4|bone spur;27;27;0;1;0;0;-;0;2|pill;43;19;0;0;0;0;blind;0;0.1|deneuralyzer slip;40;18;0;0;0;1;-;0;0.1
491	fire:41,19:finish threat	469878747	491	12	1169509872	19681bdabf0ddc77	40;19;35;35;12;13;12;13;12;12;6;100;216;3;commands,bargaining,quickdraw,acrobatics,bullettime;404;2175;burdened;-;0;11;12;0;0;7;3;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|ration;0;0;4;0;0;1;-;0;8|battery;0;0;136;0;0;1;-;0;19|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;8;0;0;1;-;0;8|bullet clip;17;32;48;0;0;1;-;0;5|royal jelly;6;18;12;0;0;1;-;0;12|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|pocket universe marble;30;16;3;0;0;1;-;0;0.3	unlicensed plasma wraith;49;3;34;34;1.2272;30;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile orion's cat (feral);46;3;10;10;0.826;13;0;1;0;0;0;0;0;-1;-1;0;0;|hardened orion's cat (feral);23;17;19;19;1.2036;13;0;0;0;0;0;0;0;-1;-1;0;0;|shrieking unlicensed rogue agent (rogue);61;28;45;45;1.2272;35;0;0;0;0;0;0;0;-1;-1;0;0;shrieking|royal bug drone;52;23;33;33;1.2744;24;0;0;0;0;0;0;0;-1;-1;0;0;|royal rogue agent (rogue);47;7;56;56;1.2744;50;0;0;0;0;0;0;0;-1;-1;0;0;|sentinel fragment;41;19;6;6;1.18;7;0;0;0;0;0;0;1;40;19;0;0;	stun baton;35;19;0;0;0;0;-;0;3|ration;36;6;0;0;0;1;-;0;2|cheap suit;5;21;0;0;0;1;-;0;4|royal jelly;52;27;0;0;0;1;-;0;1|bullet clip;52;9;7;0;0;1;-;0;1|battery;5;19;10;0;0;1;-;0;1|ration;45;8;0;0;0;1;-;0;2|black suit;27;27;0;0;0;1;-;0;4|bone spur;27;27;0;1;0;0;-;0;2|pill;43;19;0;0;0;0;blind;0;0.1|deneuralyzer slip;40;18;0;0;0;1;-;0;0.1
492	fire:41,19:finish threat	2095491121	492	12	1220432799	19681bdabf0ddc77	40;19;35;35;12;13;12;13;12;12;6;100;216;3;commands,bargaining,quickdraw,acrobatics,bullettime;404;2174;burdened;-;0;11;12;0;0;7;3;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|ration;0;0;4;0;0;1;-;0;8|battery;0;0;135;0;0;1;-;0;19|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;8;0;0;1;-;0;8|bullet clip;17;32;48;0;0;1;-;0;5|royal jelly;6;18;12;0;0;1;-;0;12|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|pocket universe marble;30;16;3;0;0;1;-;0;0.3	unlicensed plasma wraith;49;3;34;34;1.2272;30;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile orion's cat (feral);46;3;10;10;0.826;13;0;1;0;0;0;0;0;-1;-1;0;0;|hardened orion's cat (feral);23;17;19;19;1.2036;13;0;0;0;0;0;0;0;-1;-1;0;0;|shrieking unlicensed rogue agent (rogue);61;28;45;45;1.2272;35;0;0;0;0;0;0;0;-1;-1;0;0;shrieking|royal bug drone;52;23;33;33;1.2744;24;0;0;0;0;0;0;0;-1;-1;0;0;|royal rogue agent (rogue);47;7;56;56;1.2744;50;0;0;0;0;0;0;0;-1;-1;0;0;|sentinel fragment;41;19;6;6;1.18;7;0;0;0;0;0;0;1;40;19;0;0;	stun baton;35;19;0;0;0;0;-;0;3|ration;36;6;0;0;0;1;-;0;2|cheap suit;5;21;0;0;0;1;-;0;4|royal jelly;52;27;0;0;0;1;-;0;1|bullet clip;52;9;7;0;0;1;-;0;1|battery;5;19;10;0;0;1;-;0;1|ration;45;8;0;0;0;1;-;0;2|black suit;27;27;0;0;0;1;-;0;4|bone spur;27;27;0;1;0;0;-;0;2|pill;43;19;0;0;0;0;blind;0;0.1|deneuralyzer slip;40;18;0;0;0;1;-;0;0.1
493	fire:41,19:finish threat	1368277444	493	12	1251711514	19681bdabf0ddc77	40;19;35;35;12;13;12;13;12;12;6;107;216;3;commands,bargaining,quickdraw,acrobatics,bullettime;404;2174;burdened;-;0;12;12;0;0;7;3;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|ration;0;0;4;0;0;1;-;0;8|battery;0;0;134;0;0;1;-;0;19|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;8;0;0;1;-;0;8|bullet clip;17;32;48;0;0;1;-;0;5|royal jelly;6;18;12;0;0;1;-;0;12|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|pocket universe marble;30;16;3;0;0;1;-;0;0.3	unlicensed plasma wraith;49;3;34;34;1.2272;30;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile orion's cat (feral);46;3;10;10;0.826;13;0;1;0;0;0;0;0;-1;-1;0;0;|hardened orion's cat (feral);23;17;19;19;1.2036;13;0;0;0;0;0;0;0;-1;-1;0;0;|shrieking unlicensed rogue agent (rogue);61;28;45;45;1.2272;35;0;0;0;0;0;0;0;-1;-1;0;0;shrieking|royal bug drone;52;23;33;33;1.2744;24;0;0;0;0;0;0;0;-1;-1;0;0;|royal rogue agent (rogue);47;7;56;56;1.2744;50;0;0;0;0;0;0;0;-1;-1;0;0;	stun baton;35;19;0;0;0;0;-;0;3|ration;36;6;0;0;0;1;-;0;2|cheap suit;5;21;0;0;0;1;-;0;4|royal jelly;52;27;0;0;0;1;-;0;1|bullet clip;52;9;7;0;0;1;-;0;1|battery;5;19;10;0;0;1;-;0;1|ration;45;8;0;0;0;1;-;0;2|black suit;27;27;0;0;0;1;-;0;4|bone spur;27;27;0;1;0;0;-;0;2|pill;43;19;0;0;0;0;blind;0;0.1|deneuralyzer slip;40;18;0;0;0;1;-;0;0.1
494	command:k:protect depth kit	1784994515	494	12	1690892927	19681bdabf0ddc77	40;18;35;35;12;13;12;13;12;12;6;107;216;3;commands,bargaining,quickdraw,acrobatics,bullettime;404;2173;burdened;-;0;12;12;0;0;7;3;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|ration;0;0;4;0;0;1;-;0;8|battery;0;0;134;0;0;1;-;0;19|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;8;0;0;1;-;0;8|bullet clip;17;32;48;0;0;1;-;0;5|royal jelly;6;18;12;0;0;1;-;0;12|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|pocket universe marble;30;16;3;0;0;1;-;0;0.3|deneuralyzer slip;40;18;0;0;0;1;-;0;0.1	unlicensed plasma wraith;49;3;34;34;1.2272;30;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile orion's cat (feral);46;3;10;10;0.826;13;0;1;0;0;0;0;0;-1;-1;0;0;|hardened orion's cat (feral);23;17;19;19;1.2036;13;0;0;0;0;0;0;0;-1;-1;0;0;|shrieking unlicensed rogue agent (rogue);61;28;45;45;1.2272;35;0;0;0;0;0;0;0;-1;-1;0;0;shrieking|royal bug drone;52;23;33;33;1.2744;24;0;0;0;0;0;0;0;-1;-1;0;0;|royal rogue agent (rogue);47;7;56;56;1.2744;50;0;0;0;0;0;0;0;-1;-1;0;0;	stun baton;35;19;0;0;0;0;-;0;3|ration;36;6;0;0;0;1;-;0;2|cheap suit;5;21;0;0;0;1;-;0;4|royal jelly;52;27;0;0;0;1;-;0;1|bullet clip;52;9;7;0;0;1;-;0;1|battery;5;19;10;0;0;1;-;0;1|ration;45;8;0;0;0;1;-;0;2|black suit;27;27;0;0;0;1;-;0;4|bone spur;27;27;0;1;0;0;-;0;2|pill;43;19;0;0;0;0;blind;0;0.1
495	command:k:protect depth kit	1939473653	495	12	1740544312	19681bdabf0ddc77	40;17;35;35;12;13;12;13;12;12;6;107;216;3;commands,bargaining,quickdraw,acrobatics,bullettime;404;2173;burdened;-;0;12;12;0;0;7;3;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|ration;0;0;4;0;0;1;-;0;8|battery;0;0;134;0;0;1;-;0;19|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;8;0;0;1;-;0;8|bullet clip;17;32;48;0;0;1;-;0;5|royal jelly;6;18;12;0;0;1;-;0;12|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|pocket universe marble;30;16;3;0;0;1;-;0;0.3|deneuralyzer slip;40;18;0;0;0;1;-;0;0.1	unlicensed plasma wraith;49;3;34;34;1.2272;30;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile orion's cat (feral);46;3;10;10;0.826;13;0;1;0;0;0;0;0;-1;-1;0;0;|hardened orion's cat (feral);23;17;19;19;1.2036;13;0;0;0;0;0;0;0;-1;-1;0;0;|shrieking unlicensed rogue agent (rogue);61;28;45;45;1.2272;35;0;0;0;0;0;0;0;-1;-1;0;0;shrieking|royal bug drone;52;23;33;33;1.2744;24;0;0;0;0;0;0;0;-1;-1;0;0;|royal rogue agent (rogue);47;7;56;56;1.2744;50;0;0;0;0;0;0;0;-1;-1;0;0;	stun baton;35;19;0;0;0;0;-;0;3|ration;36;6;0;0;0;1;-;0;2|cheap suit;5;21;0;0;0;1;-;0;4|royal jelly;52;27;0;0;0;1;-;0;1|bullet clip;52;9;7;0;0;1;-;0;1|battery;5;19;10;0;0;1;-;0;1|ration;45;8;0;0;0;1;-;0;2|black suit;27;27;0;0;0;1;-;0;4|bone spur;27;27;0;1;0;0;-;0;2|pill;43;19;0;0;0;0;blind;0;0.1
496	command:k:protect depth kit	1424839161	496	12	348637095	19681bdabf0ddc77	40;16;35;35;12;13;12;13;12;12;6;107;216;3;commands,bargaining,quickdraw,acrobatics,bullettime;404;2172;burdened;-;0;12;12;0;0;7;3;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|ration;0;0;4;0;0;1;-;0;8|battery;0;0;134;0;0;1;-;0;19|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;8;0;0;1;-;0;8|bullet clip;17;32;48;0;0;1;-;0;5|royal jelly;6;18;12;0;0;1;-;0;12|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|pocket universe marble;30;16;3;0;0;1;-;0;0.3|deneuralyzer slip;40;18;0;0;0;1;-;0;0.1	unlicensed plasma wraith;49;3;34;34;1.2272;30;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile orion's cat (feral);46;3;10;10;0.826;13;0;1;0;0;0;0;0;-1;-1;0;0;|hardened orion's cat (feral);23;17;19;19;1.2036;13;0;0;0;0;0;0;0;-1;-1;0;0;|shrieking unlicensed rogue agent (rogue);61;28;45;45;1.2272;35;0;0;0;0;0;0;0;-1;-1;0;0;shrieking|royal bug drone;52;23;33;33;1.2744;24;0;0;0;0;0;0;0;-1;-1;0;0;|royal rogue agent (rogue);47;7;56;56;1.2744;50;0;0;0;0;0;0;0;-1;-1;0;0;	stun baton;35;19;0;0;0;0;-;0;3|ration;36;6;0;0;0;1;-;0;2|cheap suit;5;21;0;0;0;1;-;0;4|royal jelly;52;27;0;0;0;1;-;0;1|bullet clip;52;9;7;0;0;1;-;0;1|battery;5;19;10;0;0;1;-;0;1|ration;45;8;0;0;0;1;-;0;2|black suit;27;27;0;0;0;1;-;0;4|bone spur;27;27;0;1;0;0;-;0;2|pill;43;19;0;0;0;0;blind;0;0.1
497	command:k:protect depth kit	1066473467	497	12	713841474	19681bdabf0ddc77	40;15;35;35;12;13;12;13;12;12;6;107;216;3;commands,bargaining,quickdraw,acrobatics,bullettime;404;2172;burdened;-;0;12;12;0;0;7;3;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|ration;0;0;4;0;0;1;-;0;8|battery;0;0;134;0;0;1;-;0;19|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;8;0;0;1;-;0;8|bullet clip;17;32;48;0;0;1;-;0;5|royal jelly;6;18;12;0;0;1;-;0;12|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|pocket universe marble;30;16;3;0;0;1;-;0;0.3|deneuralyzer slip;40;18;0;0;0;1;-;0;0.1	unlicensed plasma wraith;49;3;34;34;1.2272;30;0;1;0;0;0;0;0;-1;-1;0;0;|juvenile orion's cat (feral);46;3;10;10;0.826;13;0;1;0;0;0;0;0;-1;-1;0;0;|hardened orion's cat (feral);23;17;19;19;1.2036;13;0;0;0;0;0;0;0;-1;-1;0;0;|shrieking unlicensed rogue agent (rogue);61;28;45;45;1.2272;35;0;0;0;0;0;0;0;-1;-1;0;0;shrieking|royal bug drone;52;23;33;33;1.2744;24;0;0;0;0;0;0;0;-1;-1;0;0;|royal rogue agent (rogue);47;7;56;56;1.2744;50;0;0;0;0;0;0;0;-1;-1;0;0;	stun baton;35;19;0;0;0;0;-;0;3|ration;36;6;0;0;0;1;-;0;2|cheap suit;5;21;0;0;0;1;-;0;4|royal jelly;52;27;0;0;0;1;-;0;1|bullet clip;52;9;7;0;0;1;-;0;1|battery;5;19;10;0;0;1;-;0;1|ration;45;8;0;0;0;1;-;0;2|black suit;27;27;0;0;0;1;-;0;4|bone spur;27;27;0;1;0;0;-;0;2|pill;43;19;0;0;0;0;blind;0;0.1
498	command:>:protect depth kit	2057176450	498	13	1563772897	e87cb665b247b3a6	13;7;35;35;12;13;12;13;12;12;6;107;216;3;commands,bargaining,quickdraw,acrobatics,bullettime;404;2170;strained;-;0;12;13;0;0;7;3;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|ration;0;0;4;0;0;1;-;0;8|battery;0;0;152;0;0;1;-;0;21|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;9;0;0;1;-;0;9|bullet clip;17;32;48;0;0;1;-;0;5|royal jelly;6;18;14;0;0;1;-;0;14|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|deneuralyzer slip;40;18;0;0;0;1;-;0;0.1	juvenile skin-suit shambler;16;24;26;26;0.8365;18;0;1;0;0;0;0;0;-1;-1;0;0;|unlicensed bug warrior;23;13;54;54;1.2428000000000001;28;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile plasma wraith;13;27;21;21;0.8365;30;0;0;0;0;0;0;0;-1;-1;0;0;|bug warrior;43;24;54;54;1.195;28;0;0;0;0;0;0;0;-1;-1;0;0;|unlicensed orion's cat (feral);52;29;18;18;1.2428000000000001;13;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile plasma wraith;7;13;21;21;0.8365;30;0;0;0;0;0;0;0;-1;-1;0;0;	arquillian saber;13;25;0;0;0;0;-;0;4|neuralyzer charge;42;19;0;0;0;1;-;0;1|neuralyzer charge;11;12;0;0;0;1;-;0;1|containment foam grenade;33;24;0;0;0;1;-;0;1|bullet clip;4;10;10;0;0;1;-;0;1|ration;49;29;0;0;0;1;-;0;2|pocket universe marble;13;7;4;0;0;1;-;0;0.4
499	command:b:protect depth kit	1455017900	499	13	277112657	e87cb665b247b3a6	12;8;35;35;12;13;12;13;12;12;6;107;216;3;commands,bargaining,quickdraw,acrobatics,bullettime;404;2170;strained;-;0;12;13;0;0;7;3;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|ration;0;0;4;0;0;1;-;0;8|battery;0;0;152;0;0;1;-;0;21|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;9;0;0;1;-;0;9|bullet clip;17;32;48;0;0;1;-;0;5|royal jelly;6;18;14;0;0;1;-;0;14|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|deneuralyzer slip;40;18;0;0;0;1;-;0;0.1	juvenile skin-suit shambler;16;24;26;26;0.8365;18;0;1;0;0;0;0;0;-1;-1;0;0;|unlicensed bug warrior;23;13;54;54;1.2428000000000001;28;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile plasma wraith;13;27;21;21;0.8365;30;0;0;0;0;0;0;0;-1;-1;0;0;|bug warrior;43;24;54;54;1.195;28;0;0;0;0;0;0;0;-1;-1;0;0;|unlicensed orion's cat (feral);52;29;18;18;1.2428000000000001;13;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile plasma wraith;7;13;21;21;0.8365;30;0;0;0;0;0;0;0;-1;-1;0;0;	arquillian saber;13;25;0;0;0;0;-;0;4|neuralyzer charge;42;19;0;0;0;1;-;0;1|neuralyzer charge;11;12;0;0;0;1;-;0;1|containment foam grenade;33;24;0;0;0;1;-;0;1|bullet clip;4;10;10;0;0;1;-;0;1|ration;49;29;0;0;0;1;-;0;2|pocket universe marble;13;7;4;0;0;1;-;0;0.4
500	command:n:protect depth kit	1023934655	500	13	1928301137	e87cb665b247b3a6	13;9;35;35;12;13;12;13;12;12;6;107;216;3;commands,bargaining,quickdraw,acrobatics,bullettime;404;2168;strained;-;0;12;13;0;0;7;3;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|ration;0;0;4;0;0;1;-;0;8|battery;0;0;152;0;0;1;-;0;21|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;9;0;0;1;-;0;9|bullet clip;17;32;48;0;0;1;-;0;5|royal jelly;6;18;14;0;0;1;-;0;14|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|deneuralyzer slip;40;18;0;0;0;1;-;0;0.1	juvenile skin-suit shambler;16;24;26;26;0.8365;18;0;1;0;0;0;0;0;-1;-1;0;0;|unlicensed bug warrior;23;13;54;54;1.2428000000000001;28;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile plasma wraith;13;27;21;21;0.8365;30;0;0;0;0;0;0;0;-1;-1;0;0;|bug warrior;43;24;54;54;1.195;28;0;0;0;0;0;0;0;-1;-1;0;0;|unlicensed orion's cat (feral);52;29;18;18;1.2428000000000001;13;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile plasma wraith;7;13;21;21;0.8365;30;0;0;0;0;0;0;0;-1;-1;0;0;	arquillian saber;13;25;0;0;0;0;-;0;4|neuralyzer charge;42;19;0;0;0;1;-;0;1|neuralyzer charge;11;12;0;0;0;1;-;0;1|containment foam grenade;33;24;0;0;0;1;-;0;1|bullet clip;4;10;10;0;0;1;-;0;1|ration;49;29;0;0;0;1;-;0;2|pocket universe marble;13;7;4;0;0;1;-;0;0.4
501	command:j:protect depth kit	1958363154	501	13	2046662455	e87cb665b247b3a6	13;10;35;35;12;13;12;13;12;12;6;107;216;3;commands,bargaining,quickdraw,acrobatics,bullettime;404;2168;strained;-;0;12;13;0;0;7;3;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|ration;0;0;4;0;0;1;-;0;8|battery;0;0;152;0;0;1;-;0;21|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;9;0;0;1;-;0;9|bullet clip;17;32;48;0;0;1;-;0;5|royal jelly;6;18;14;0;0;1;-;0;14|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|deneuralyzer slip;40;18;0;0;0;1;-;0;0.1	juvenile skin-suit shambler;16;24;26;26;0.8365;18;0;1;0;0;0;0;0;-1;-1;0;0;|unlicensed bug warrior;23;13;54;54;1.2428000000000001;28;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile plasma wraith;13;27;21;21;0.8365;30;0;0;0;0;0;0;0;-1;-1;0;0;|bug warrior;43;24;54;54;1.195;28;0;0;0;0;0;0;0;-1;-1;0;0;|unlicensed orion's cat (feral);52;29;18;18;1.2428000000000001;13;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile plasma wraith;7;13;21;21;0.8365;30;0;0;0;0;0;0;0;-1;-1;0;0;	arquillian saber;13;25;0;0;0;0;-;0;4|neuralyzer charge;42;19;0;0;0;1;-;0;1|neuralyzer charge;11;12;0;0;0;1;-;0;1|containment foam grenade;33;24;0;0;0;1;-;0;1|bullet clip;4;10;10;0;0;1;-;0;1|ration;49;29;0;0;0;1;-;0;2|pocket universe marble;13;7;4;0;0;1;-;0;0.4
502	command:b:protect depth kit	1577869394	502	13	1793260145	e87cb665b247b3a6	12;11;35;35;12;13;12;13;12;12;6;107;216;3;commands,bargaining,quickdraw,acrobatics,bullettime;404;2166;strained;-;0;12;13;0;0;7;3;0,0,0,0,0,0,0	noisy cricket;0;0;0;0;0;1;-;0;1|ration;0;0;4;0;0;1;-;0;8|battery;0;0;152;0;0;1;-;0;21|arquillian battle plate;48;22;0;0;0;1;-;0;12|containment foam grenade;0;0;9;0;0;1;-;0;9|bullet clip;17;32;48;0;0;1;-;0;5|royal jelly;6;18;14;0;0;1;-;0;14|reverberating carbonizer w/ mutate capacity;35;17;0;0;0;0;-;0;10|deneuralyzer slip;40;18;0;0;0;1;-;0;0.1	juvenile skin-suit shambler;16;24;26;26;0.8365;18;0;1;0;0;0;0;0;-1;-1;0;0;|unlicensed bug warrior;23;13;54;54;1.2428000000000001;28;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile plasma wraith;13;27;21;21;0.8365;30;0;0;0;0;0;0;0;-1;-1;0;0;|bug warrior;43;24;54;54;1.195;28;0;0;0;0;0;0;0;-1;-1;0;0;|unlicensed orion's cat (feral);52;29;18;18;1.2428000000000001;13;0;0;0;0;0;0;0;-1;-1;0;0;|juvenile plasma wraith;7;13;21;21;0.8365;30;0;0;0;0;0;0;0;-1;-1;0;0;	arquillian saber;13;25;0;0;0;0;-;0;4|neuralyzer charge;42;19;0;0;0;1;-;0;1|neuralyzer charge;11;12;0;0;0;1;-;0;1|containment foam grenade;33;24;0;0;0;1;-;0;1|bullet clip;4;10;10;0;0;1;-;0;1|ration;49;29;0;0;0;1;-;0;2|pocket universe marble;13;7;4;0;0;1;-;0;0.4
